,SYMBOL,NAME OF COMPANY,cm01JAN2024bhav.csv
936,KOTARISUG,Kothari Sugars And Chemicals Limited,1.4231499051233396
937,KOTHARIPET,Kothari Petrochemicals Limited,0.37865748709122987
938,KOTHARIPRO,Kothari Products Limited,0.9163346613545863
939,KOVAI,Kovai Medical Center and Hospital Limited,
940,KPIGREEN,KPI Green Energy Limited,-2.6944170044623057
941,KPITTECH,KPIT Technologies Limited,-1.5424249430260535
942,KPRMILL,K.P.R. Mill Limited,-1.6670708050436471
943,KRBL,KRBL Limited,0.43988269794720797
944,KREBSBIO,Krebs Biochemicals and Industries Limited,1.1486917677090054
945,KRIDHANINF,Kridhan Infra Limited,4.411764705882351
946,KRISHANA,Krishana Phoschem Limited,-0.16132284734824653
947,KRITI,Kriti Industries (India) Limited,0.9383378016085764
948,KRITIKA,Kritika Wires Limited,
949,KRITINUT,Kriti Nutrients Limited,-1.2089810017271125
950,KRSNAA,Krsnaa Diagnostics Limited,-0.0779036827195403
951,KSB,Ksb Limited,-0.09086320040383906
952,KSCL,Kaveri Seed Company Limited,5.48481880509305
953,KSHITIJPOL,Kshitij Polyline Limited,
954,KSL,Kalyani Steels Limited,13.631204210091841
955,KSOLVES,Ksolves India Limited,13.34179357021997
956,KTKBANK,The Karnataka Bank Limited,1.4954069643238623
957,KUANTUM,Kuantum Papers Limited,1.7131242740998938
958,L&TFH,L&T Finance Holdings Limited,-0.9694032111481506
959,LAGNAM,Lagnam Spintex Limited,-1.8171493469619469
960,LAKPRE,Lakshmi Precision Screws Limited,
961,LAL,Lorenzini Apparels Limited,0.31165593185123625
962,LALPATHLAB,Dr. Lal Path Labs Ltd.,-0.09116654381812891
963,LAMBODHARA,Lambodhara Textiles Limited,1.2448132780082914
964,LANDMARK,Landmark Cars Limited,-0.9169363538295551
965,LAOPALA,La Opala RG Limited,-1.022604951560821
966,LASA,Lasa Supergenerics Limited,-4.682274247491634
967,LATENTVIEW,Latent View Analytics Limited,0.08790242830457692
968,LAURUSLABS,Laurus Labs Limited,0.662482566248262
969,LAXMICOT,Laxmi Cotspin Limited,0.0
970,LAXMIMACH,Lakshmi Machine Works Limited,-0.11536711855154483
971,LCCINFOTEC,LCC Infotech Limited,4.444444444444448
972,LEMONTREE,Lemon Tree Hotels Limited,-0.9595327492699137
973,LEXUS,Lexus Granito (India) Limited,
974,LFIC,Lakshmi Finance & Industrial Corporation Limited,-2.7960526315789442
975,LGBBROSLTD,LG Balakrishnan & Bros Limited,-0.9179415855354623
976,LGBFORGE,LGB Forge Limited,-1.9157088122605364
977,LIBAS,Libas Consumer Products Limited,5.555555555555555
978,LIBERTSHOE,Liberty Shoes Limited,0.6637961966272059
979,LICHSGFIN,LIC Housing Finance Limited,5.0270471926879186
980,LICI,Life Insurance Corporation Of India,3.153153153153153
981,LIKHITHA,Likhitha Infrastructure Limited,-0.08938148015731141
982,LINC,Linc Limited,0.19436345966957533
983,LINCOLN,Lincoln Pharmaceuticals Limited,5.2420016406890975
984,LINDEINDIA,Linde India Limited,0.47250097514273515
985,LODHA,Macrotech Developers Limited,2.8186214645107848
986,LOKESHMACH,Lokesh Machines Limited,-1.5369836695485173
987,LOTUSEYE,Lotus Eye Hospital and Institute Limited,1.0191846522781707
988,LOVABLE,Lovable Lingerie Limited,1.478679504814309
989,LOYALTEX,Loyal Textile Mills Limited,-2.5572603958194353
990,LPDC,Landmark Property Development Company Limited,
991,LSIL,Lloyds Steels Industries Limited,
992,LT,Larsen & Toubro Limited,-0.015598411798076629
993,LTIM,LTIMindtree Limited,-0.5250240271964064
994,LTTS,L&T Technology Services Limited,-0.8487235844299081
995,LUMAXIND,Lumax Industries Limited,0.18751890311523706
996,LUMAXTECH,Lumax Auto Technologies Limited,0.6744487678339878
997,LUPIN,Lupin Limited,-0.7634453305113675
998,LUXIND,Lux Industries Limited,0.053846153846157346
999,LXCHEM,Laxmi Organic Industries Limited,0.5683775404753624
1000,LYKALABS,Lyka Labs Limited,
1001,LYPSAGEMS,Lypsa Gems & Jewellery Limited,
1002,M&M,Mahindra & Mahindra Limited,-1.5091939400948384
1003,M&MFIN,Mahindra & Mahindra Financial Services Limited,-0.5421033610408384
1004,MAANALU,Maan Aluminium Limited,-3.1271960646521553
1005,MACPOWER,Macpower CNC Machines Limited,
1006,MADHAV,Madhav Marbles and Granites Limited,-1.9575856443719346
1007,MADHUCON,Madhucon Projects Limited,
1008,MADRASFERT,Madras Fertilizers Limited,4.019873532068656
1009,MAGADSUGAR,Magadh Sugar & Energy Limited,1.3422326536599642
1010,MAGNUM,Magnum Ventures Limited,4.736842105263158
1011,MAHABANK,Bank of Maharashtra,1.1074197120708749
1012,MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,-0.2661343978709286
1013,MAHASTEEL,Mahamaya Steel Industries Limited,-0.4151838671411558
1014,MAHEPC,Mahindra EPC Irrigation Limited,0.0
1015,MAHESHWARI,Maheshwari Logistics Limited,1.6311166875784155
1016,MAHINDCIE,Mahindra CIE Automotive Limited,
1017,MAHLIFE,Mahindra Lifespace Developers Limited,0.3036157880209729
1018,MAHLOG,Mahindra Logistics Limited,0.9153023075931299
1019,MAHSCOOTER,Maharashtra Scooters Limited,-1.2635962961465366
1020,MAHSEAMLES,Maharashtra Seamless Limited,-1.5075376884422158
1021,MAITHANALL,Maithan Alloys Limited,1.0162089527168814
1022,MALLCOM,Mallcom (India) Limited,0.7158489877804246
1023,MALUPAPER,Malu Paper Mills Limited,10.253164556962018
1024,MANAKALUCO,Manaksia Aluminium Company Limited,4.11522633744856
1025,MANAKCOAT,Manaksia Coated Metals & Industries Limited,
1026,MANAKSIA,Manaksia Limited,0.3042982122480074
1027,MANAKSTEEL,Manaksia Steels Limited,2.3036649214659715
1028,MANALIPETC,Manali Petrochemicals Limited,-2.3329129886506865
1029,MANAPPURAM,Manappuram Finance Limited,-0.3779069767441893
1030,MANGALAM,Mangalam Drugs And Organics Limited,1.3754457463066676
1031,MANGCHEFER,Mangalore Chemicals & Fertilizers Limited,3.9835728952772027
1032,MANGLMCEM,Mangalam Cement Limited,0.4154660591034005
1033,MANINDS,Man Industries (India) Limited,-2.121318373071533
1034,MANINFRA,Man Infraconstruction Limited,0.7614213197969569
1035,MANKIND,Mankind Pharma Limited,-0.16645649432534448
1036,MANOMAY,Manomay Tex India Limited,3.170970905524696
1037,MANORAMA,Manorama Industries Limited,5.51237121551475
1038,MANORG,Mangalam Organics Limited,1.3613534232090874
1039,MANUGRAPH,Manugraph India Limited,
1040,MANYAVAR,Vedant Fashions Limited,0.5954728290874638
1041,MAPMYINDIA,C.E. Info Systems Limited,-0.8431009664816004
1042,MARALOVER,Maral Overseas Limited,0.7942238267147973
1043,MARATHON,Marathon Nextgen Realty Limited,1.7501798129944748
1044,MARICO,Marico Limited,-1.1394712853236098
1045,MARINE,Marine Electricals (India) Limited,
1046,MARKSANS,Marksans Pharma Limited,-0.2793296089385404
1047,MARSHALL,Marshall Machines Limited,9.659090909090908
1048,MARUTI,Maruti Suzuki India Limited,-0.18490926827375395
1049,MASFIN,MAS Financial Services Limited,0.1379706812302438
1050,MASKINVEST,Mask Investments Limited,
1051,MASTEK,Mastek Limited,-1.1286201022146412
1052,MATRIMONY,Matrimony.Com Limited,0.05175536961960981
1053,MAWANASUG,Mawana Sugars Limited,1.0863942058975655
1054,MAXHEALTH,Max Healthcare Institute Limited,0.3205828779599338
1055,MAXIND,Max India Limited,14.88970588235295
1056,MAXVIL,Max Ventures and Industries Limited,
1057,MAYURUNIQ,Mayur Uniquoters Ltd,-1.0912962470055856
1058,MAZDA,Mazda Limited,-0.4243281471004208
1059,MAZDOCK,Mazagon Dock Shipbuilders Limited,0.38800473497303295
1060,MBAPL,Madhya Bharat Agro Products Limited,-0.355149670218148
1061,MBECL,Mcnally Bharat Engineering Company Limited,
1062,MBLINFRA,MBL Infrastructure Limited,
1063,MCDOWELL-N,United Spirits Limited,-0.9438604339073993
1064,MCL,Madhav Copper Limited,-2.185089974293063
1065,MCLEODRUSS,Mcleod Russel India Limited,
1066,MCX,Multi Commodity Exchange of India Limited,-0.950044533337503
1067,MEDANTA,Global Health Limited,-0.8132200385758176
1068,MEDICAMEQ,Medicamen Biotech Limited,-1.9729752134626508
1069,MEDICO,Medico Remedies Limited,-0.17899761336514497
1070,MEDPLUS,Medplus Health Services Limited,-1.3519813519813488
1071,MEGASOFT,Megasoft Limited,
1072,MEGASTAR,Megastar Foods Limited,-0.32782406775030426
1073,MELSTAR,Melstar Information Technologies Limited,
1074,MENONBE,Menon Bearings Limited,2.2214129643117135
1075,MEP,MEP Infrastructure Developers Limited,
1076,METALFORGE,Metalyst Forgings Limited,
1077,METROBRAND,Metro Brands Limited,-2.134098412199347
1078,METROPOLIS,Metropolis Healthcare Limited,-0.2145219438071767
1079,MFL,Meghmani Finechem Limited,
1080,MFSL,Max Financial Services Limited,0.09430996541968888
1081,MGEL,Mangalam Global Enterprise Limited,0.6042296072507424
1082,MGL,Mahanagar Gas Limited,0.26239067055394344
1083,MHLXMIRU,Mahalaxmi Rubtech Limited,
1084,MHRIL,Mahindra Holidays & Resorts India Limited,1.978891820580475
1085,MICEL,MIC Electronics Limited,
1086,MIDHANI,Mishra Dhatu Nigam Limited,-0.6576587349037427
1087,MINDACORP,Minda Corporation Limited,-0.2588996763754045
1088,MINDTECK,Mindteck (India) Limited,1.94195475885616
1089,MIRCELECTR,MIRC Electronics Limited,
1090,MIRZAINT,Mirza International Limited,1.4038876889848937
1091,MITCON,MITCON Consultancy & Engineering Services Limited,-0.9194159004867588
1092,MITTAL,Mittal Life Style Limited,2.4390243902439157
1093,MMFL,MM Forgings Limited,1.0282643517800905
1094,MMP,MMP Industries Limited,-1.0556621880998163
1095,MMTC,MMTC Limited,0.6688963210702437
1096,MODIRUBBER,Modi Rubber Limited,
1097,MODISONLTD,MODISON LIMITED,-2.4031563845050172
1098,MOHITIND,Mohit Industries Limited,0.0
1099,MOHOTAIND,Mohota Industries Limited,
1100,MOIL,MOIL Limited,1.4563106796116505
1101,MOKSH,Moksh Ornaments Limited,
1102,MOL,Meghmani Organics Limited,0.7712082262210906
1103,MOLDTECH,Mold-Tek Technologies Limited,0.8135960947387453
1104,MOLDTKPAC,Mold-Tek Packaging Limited,0.6538796861377506
1105,MONARCH,Monarch Networth Capital Limited,-0.10318734235268182
1106,MONTECARLO,Monte Carlo Fashions Limited,-0.3110419906687307
1107,MORARJEE,Morarjee Textiles Limited,3.2751091703056767
1108,MOREPENLAB,Morepen Laboratories Limited,1.13285272914522
1109,MOTHERSON,Samvardhana Motherson International Limited,3.825404610102983
1110,MOTILALOFS,Motilal Oswal Financial Services Limited,1.547326429463678
1111,MOTOGENFIN,The Motor & General Finance Limited,19.94750656167979
1112,MPHASIS,MphasiS Limited,-0.1058490738206074
1113,MPSLTD,MPS Limited,0.25318691671329124
1114,MRF,MRF Limited,-0.12015812716927833
1115,MRO-TEK,MRO-TEK Realty Limited,0.8695652173913043
1116,MRPL,Mangalore Refinery and Petrochemicals Limited,-0.3004130679684609
1117,MSPL,MSP Steel & Power Limited,
1118,MSTCLTD,Mstc Limited,-1.5017931858936144
1119,MSUMI,Motherson Sumi Wiring India Limited,0.6477732793522244
1120,MTARTECH,Mtar Technologies Limited,-0.2694380292532841
1121,MTEDUCARE,MT Educare Limited,
1122,MTNL,Mahanagar Telephone Nigam Limited,-1.3372956909360945
1123,MUKANDLTD,Mukand Limited,-0.7079646017699144
1124,MUKTAARTS,Mukta Arts Limited,
1125,MUNJALAU,Munjal Auto Industries Limited,2.5832376578645238
1126,MUNJALSHOW,Munjal Showa Limited,0.31163434903046305
1127,MURUDCERA,Murudeshwar Ceramics Limited,
1128,MUTHOOTCAP,Muthoot Capital Services Limited,1.1062241769958774
1129,MUTHOOTFIN,Muthoot Finance Limited,-0.6976901713743788
1130,NACLIND,NACL Industries Limited,3.731343283582089
1131,NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,9.689922480620154
1132,NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,
1133,NAGREEKEXP,Nagreeka Exports Limited,
1134,NAHARCAP,Nahar Capital and Financial Services Limited,4.707420725727374
1135,NAHARINDUS,Nahar Industrial Enterprises Limited,0.354889589905365
1136,NAHARPOLY,Nahar Poly Films Limited,1.5080949212685766
1137,NAHARSPING,Nahar Spinning Mills Limited,1.745416078984481
1138,NAM-INDIA,Nippon Life India Asset Management Limited,1.7974768337612936
1139,NARMADA,Narmada Agrobase Limited,-0.8988764044943788
1140,NATCOPHARM,Natco Pharma Limited,0.86275959820053
1141,NATHBIOGEN,Nath Bio-Genes (India) Limited,2.314368370298931
1142,NATIONALUM,National Aluminium Company Limited,3.1830238726790583
1143,NATNLSTEEL,National Steel And Agro Industries Limited,
1144,NAUKRI,Info Edge (India) Limited,0.18190130638211655
1145,NAVA,NAVA LIMITED,1.973759269823155
1146,NAVINFLUOR,Navin Fluorine International Limited,0.11289317969480858
1147,NAVKARCORP,Navkar Corporation Limited,0.44052863436122236
1148,NAVNETEDUL,Navneet Education Limited,1.3236267372600927
1149,NAZARA,Nazara Technologies Limited,0.046693515438040886
1150,NBCC,NBCC (India) Limited,0.3678724708767592
1151,NBIFIN,N. B. I. Industrial Finance Company Limited,2.0045865371644456
1152,NCC,NCC Limited,-0.11994002998500068
1153,NCLIND,NCL Industries Limited,1.6190690353046975
1154,NDGL,Naga Dhunseri Group Limited,
1155,NDL,Nandan Denim Limited,
1156,NDLVENTURE,NDL Ventures Limited,-0.628053035589676
1157,NDRAUTO,Ndr Auto Components Limited,
1158,NDTV,New Delhi Television Limited,5.106707317073185
1159,NECCLTD,North Eastern Carrying Corporation Limited,
1160,NECLIFE,Nectar Lifesciences Limited,1.0886469673405956
1161,NELCAST,Nelcast Limited,1.5832805573147564
1162,NELCO,NELCO Limited,1.1832829808660597
1163,NEOGEN,Neogen Chemicals Limited,-0.4729569946961251
1164,NESCO,Nesco Limited,0.9856123258185036
1165,NESTLEIND,Nestle India Limited,2.9800265610245265
1166,NETWORK18,Network18 Media & Investments Limited,1.3165426445334927
1167,NEULANDLAB,Neuland Laboratories Limited,-0.16725252296177676
1168,NEWGEN,Newgen Software Technologies Limited,
1169,NEXTMEDIA,Next Mediaworks Limited,
1170,NFL,National Fertilizers Limited,9.071038251366117
1171,NGIL,Nakoda Group of Industries Limited,-2.857142857142854
1172,NGLFINE,NGL Fine-Chem Limited,-3.133896747293131
1173,NH,Narayana Hrudayalaya Ltd.,0.12063729772453474
1174,NHPC,NHPC Limited,2.399380804953578
1175,NIACL,The New India Assurance Company Limited,2.9712384121701927
1176,NIBL,NRB Industrial Bearings Limited,
1177,NIITLTD,NIIT Limited,0.5237887385421288
1178,NILAINFRA,Nila Infrastructures Limited,-1.6574585635359154
1179,NILASPACES,Nila Spaces Limited,
1180,NILKAMAL,Nilkamal Limited,-0.36190603846926744
1181,NINSYS,NINtec Systems Limited,2.459808486339278
1182,NIPPOBATRY,Indo-National Limited,-2.293956916820241
1183,NIRAJ,Niraj Cement Structurals Limited,2.7459954233409514
1184,NIRAJISPAT,Niraj Ispat Industries Limited,
1185,NITCO,Nitco Limited,
1186,NITINSPIN,Nitin Spinners Limited,2.010827532869296
1187,NITIRAJ,Nitiraj Engineers Limited,
1188,NKIND,NK Industries Limited,
1189,NLCINDIA,NLC India Limited,-1.2823042020122313
1190,NMDC,NMDC Limited,0.8585738134986802
1191,NOCIL,NOCIL Limited,0.21933832937304545
1192,NOIDATOLL,Noida Toll Bridge Company Limited,
1193,NORBTEAEXP,Norben Tea & Exports Limited,
1194,NOVARTIND,Novartis India Limited,
1195,NRAIL,N R Agarwal Industries Limited,2.599196383726776
1196,NRBBEARING,NRB Bearing Limited,6.297454220634205
1197,NRL,Nupur Recyclers Limited,0.0
1198,NSIL,Nalwa Sons Investments Limited,-1.774966220366054
1199,NSLNISP,NMDC Steel Limited,-0.19455252918288216
1200,NTPC,NTPC Limited,-0.44994375703036393
1201,NUCLEUS,Nucleus Software Exports Limited,
1202,NURECA,Nureca Limited,-1.2502921243281062
1203,NUVOCO,Nuvoco Vistas Corporation Limited,-1.3856209150326826
1204,NYKAA,FSN E-Commerce Ventures Limited,-1.1784995688416113
1205,OAL,Oriental Aromatics Limited,1.7741129435282414
1206,OBCL,Orissa Bengal Carrier Limited,4.0955631399317385
1207,OBEROIRLTY,Oberoi Realty Limited,0.36027297606263525
1208,OCCL,Oriental Carbon & Chemicals Limited,0.958639816712896
1209,OFSS,Oracle Financial Services Software Limited,2.9920717812381357
1210,OIL,Oil India Limited,1.7734784361144764
1211,OILCOUNTUB,Oil Country Tubular Limited,4.841402337228713
1212,OLECTRA,Olectra Greentech Limited,1.9787644787644856
1213,OMAXAUTO,Omax Autos Limited,2.9298380878951518
1214,OMAXE,Omaxe Limited,1.201602136181564
1215,OMINFRAL,OM INFRA LIMITED,
1216,OMKARCHEM,Omkar Speciality Chemicals Limited,
1217,ONELIFECAP,Onelife Capital Advisors Limited,
1218,ONEPOINT,One Point One Solutions Limited,9.556650246305422
1219,ONGC,Oil & Natural Gas Corporation Limited,0.14630577907826528
1220,ONMOBILE,OnMobile Global Limited,0.5132991133924378
1221,ONWARDTEC,Onward Technologies Limited,-2.5364058249319927
1222,OPTIEMUS,Optiemus Infracom Limited,2.0135309278350517
1223,ORBTEXP,Orbit Exports Limited,1.4398644833427505
1224,ORCHPHARMA,Orchid Pharma Limited,2.329824561403512
1225,ORICONENT,Oricon Enterprises Limited,18.983557548579952
1226,ORIENTABRA,Orient Abrasives Limited,
1227,ORIENTALTL,Oriental Trimex Limited,1.0638297872340388
1228,ORIENTBELL,Orient Bell Limited,-1.0329562223315407
1229,ORIENTCEM,Orient Cement Limited,4.540023894862607
1230,ORIENTELEC,Orient Electric Limited,1.3659396342806887
1231,ORIENTHOT,Oriental Hotels Limited,-1.1051985264019717
1232,ORIENTLTD,Orient Press Limited,-1.0746268656716487
1233,ORIENTPPR,Orient Paper & Industries Limited,-0.34682080924855163
1234,ORISSAMINE,The Orissa Minerals Development Company Limited,3.0314563818465055
1235,ORTEL,Ortel Communications Limited,
1236,ORTINLAB,Ortin Laboratories Limited,-1.9480519480519602
1237,OSIAHYPER,Osia Hyper Retail Limited,-0.6018054162487548
1238,OSWALAGRO,Oswal Agro Mills Limited,0.29498525073746734
1239,OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,0.0
1240,PAGEIND,Page Industries Limited,0.676918682773879
1241,PAISALO,Paisalo Digital Limited,0.650054171180941
1242,PALASHSECU,Palash Securities Limited,
1243,PALREDTEC,Palred Technologies Limited,-2.14172395557905
1244,PANACEABIO,Panacea Biotec Limited,2.8886241810601514
1245,PANACHE,Panache Digilife Limited,0.8679479231245982
1246,PANAMAPET,Panama Petrochem Limited,1.973485989755954
1247,PANSARI,Pansari Developers Limited,0.0
1248,PAR,Par Drugs And Chemicals Limited,0.6490496059341705
1249,PARACABLES,Paramount Communications Limited,-0.7373794668179304
1250,PARADEEP,Paradeep Phosphates Limited,4.5689019896831375
1251,PARAGMILK,Parag Milk Foods Limited,0.3658274155369031
1252,PARAS,Paras Defence and Space Technologies Limited,5.139796911948817
1253,PARASPETRO,Paras Petrofils Limited,
1254,PARSVNATH,Parsvnath Developers Limited,
1255,PASUPTAC,Pasupati Acrylon Limited,0.2673796791443888
1256,PATANJALI,Patanjali Foods Limited,-0.4793650793650765
1257,PATELENG,Patel Engineering Limited,7.8969243557772355
1258,PATINTLOG,Patel Integrated Logistics Limited,7.216494845360836
1259,PAYTM,One 97 Communications Limited,1.6759776536312812
1260,PCBL,PCBL LIMITED,1.6100178890876498
1261,PCJEWELLER,PC Jeweller Limited,7.6017130620984945
1262,PDMJEPAPER,Pudumjee Paper Products Limited,-0.48169556840077077
1263,PDPL,Parenteral Drugs (India) Limited,
1264,PDSL,PDS Limited,-4.644412191582006
1265,PEARLPOLY,Pearl Polymers Limited,-0.31796502384737
1266,PEL,Piramal Enterprises Limited,0.3006227184883045
1267,PENIND,Pennar Industries Limited,1.6439454691258997
1268,PENINLAND,Peninsula Land Limited,0.10060362173037658
1269,PERSISTENT,Persistent Systems Limited,-0.9676022410479876
1270,PETRONET,Petronet LNG Limited,1.324949472265883
1271,PFC,Power Finance Corporation Limited,3.254051228437007
1272,PFIZER,Pfizer Limited,-0.03396619777696666
1273,PFOCUS,Prime Focus Limited,0.8007536504945777
1274,PFS,PTC India Financial Services Limited,3.928571428571425
1275,PGEL,PG Electroplast Limited,0.4634310751600944
1276,PGHH,Procter & Gamble Hygiene and Health Care Limited,-0.05268901103012958
1277,PGHL,Procter & Gamble Health Limited,0.3617806073467664
1278,PGIL,Pearl Global Industries Limited,
1279,PHOENIXLTD,The Phoenix Mills Limited,0.4210010469338123
1280,PIDILITIND,Pidilite Industries Limited,-0.6482265846561788
1281,PIIND,PI Industries Limited,-1.0594726812480446
1282,PILANIINVS,Pilani Investment and Industries Corporation Limited,-0.9085488325382963
1283,PILITA,PIL ITALICA LIFESTYLE LIMITED,3.8314176245210727
1284,PIONEEREMB,Pioneer Embroideries Limited,
1285,PITTIENG,Pitti Engineering Limited,0.9991496598639391
1286,PIXTRANS,Pix Transmissions Limited,2.1121039805036523
1287,PKTEA,The Peria Karamalai Tea & Produce Company Limited,
1288,PLASTIBLEN,Plastiblends India Limited,3.43420605236313
1289,PNB,Punjab National Bank,2.1409921671018246
1290,PNBGILTS,PNB Gilts Limited,1.184346035015454
1291,PNBHOUSING,PNB Housing Finance Limited,0.5827729747038046
1292,PNC,Pritish Nandy Communications Limited,0.8048289738430555
1293,PNCINFRA,PNC Infratech Limited,-0.4694835680751109
1294,POCL,Pondy Oxides & Chemicals Limited,-1.491943505072608
1295,PODDARHOUS,Poddar Housing and Development Limited,
1296,PODDARMENT,Poddar Pigments Limited,2.6006600660066064
1297,POKARNA,Pokarna Limited,0.09372071227742279
1298,POLICYBZR,PB Fintech Limited,0.7865097841817152
1299,POLYCAB,Polycab India Limited,-0.36737558912277535
1300,POLYMED,Poly Medicure Limited,-1.3591516209141552
1301,POLYPLEX,Polyplex Corporation Limited,2.330337185523375
1302,PONNIERODE,Ponni Sugars (Erode) Limited,-0.03667481662591131
1303,POONAWALLA,Poonawalla Fincorp Limited,0.5625071748364111
1304,POWERGRID,Power Grid Corporation of India Limited,0.44266441821248376
1305,POWERINDIA,Hitachi Energy India Limited,3.66521982770902
1306,POWERMECH,Power Mech Projects Limited,4.531507041103238
1307,PPAP,PPAP Automotive Limited,0.1676797317124197
1308,PPL,Prakash Pipes Limited,3.0467077930253113
1309,PPLPHARMA,Piramal Pharma Limited,-0.21606049693913068
1310,PRAENG,Prajay Engineers Syndicate Limited,
1311,PRAJIND,Praj Industries Limited,0.09892086330934434
1312,PRAKASH,Prakash Industries Limited,
1313,PRAKASHSTL,Prakash Steelage Limited,4.663212435233153
1314,PRAXIS,Praxis Home Retail Limited,
1315,PRECAM,Precision Camshafts Limited,4.632972322503013
1316,PRECOT,Precot Limited,2.3565948118377746
1317,PRECWIRE,Precision Wires India Limited,1.1207970112079655
1318,PREMEXPLN,Premier Explosives Limited,-1.7222921914357627
1319,PREMIER,Premier Limited,
1320,PREMIERPOL,Premier Polyfilm Limited,
1321,PRESSMN,Pressman Advertising Limited,
1322,PRESTIGE,Prestige Estates Projects Limited,0.8312833997794515
1323,PRICOLLTD,Pricol Limited,0.22377254179280398
1324,PRIMESECU,Prime Securities Limited,0.8833922261484097
1325,PRINCEPIPE,Prince Pipes And Fittings Limited,1.1915180074049172
1326,PRITI,Priti International Limited,
1327,PRITIKAUTO,Pritika Auto Industries Limited,3.3950617283950666
1328,PRIVISCL,Privi Speciality Chemicals Limited,0.4378320935175423
1329,PROZONINTU,Prozone Intu Properties Limited,
1330,PRSMJOHNSN,Prism Johnson Limited,0.3265306122448948
1331,PRUDENT,Prudent Corporate Advisory Services Limited,-0.09975891595311707
1332,PSB,Punjab & Sind Bank,1.6222479721900411
1333,PSPPROJECT,PSP Projects Limited,-0.039138943248526355
1334,PTC,PTC India Limited,1.8679294922388754
1335,PTL,PTL Enterprises Limited,5.447941888619855
1336,PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,1.0867507289181648
1337,PURVA,Puravankara Limited,0.26752273943285176
1338,PVP,PVP Ventures Limited,
1339,PVRINOX,PVR INOX Limited,0.08137186944336437
1340,QUESS,Quess Corp Limited,-0.8796252031743039
1341,QUICKHEAL,Quick Heal Technologies Limited,-1.8815716657443151
1342,QUINTEGRA,Quintegra Solutions Limited,
1343,RACE,Race Eco Chain Limited,0.41366426474513246
1344,RADAAN,Radaan Mediaworks India Limited,0.0
1345,RADHIKAJWE,Radhika Jeweltech Limited,0.6726457399103075
1346,RADIANTCMS,Radiant Cash Management Services Limited,0.3368893879842753
1347,RADICO,Radico Khaitan Limited,1.6764661540780916
1348,RADIOCITY,Music Broadcast Limited,0.29239766081869684
1349,RAILTEL,Railtel Corporation Of India Limited,4.452662721893494
1350,RAIN,Rain Industries Limited,0.09721322099804099
1351,RAINBOW,Rainbow Childrens Medicare Limited,2.2840618582624366
1352,RAJESHEXPO,Rajesh Exports Limited,2.9873141454099
1353,RAJMET,Rajnandini Metal Limited,19.43127962085307
1354,RAJRATAN,Rajratan Global Wire Limited,-1.6914402870322822
1355,RAJRILTD,Raj Rayon Industries Limited,
1356,RAJSREESUG,Rajshree Sugars & Chemicals Limited,19.928825622775808
1357,RAJTV,Raj Television Network Limited,8.592321755027415
1358,RAJVIR,Rajvir Industries Limited,
1359,RALLIS,Rallis India Limited,1.1606964178507126
1360,RAMANEWS,Shree Rama Newsprint Limited,4.571428571428576
1361,RAMAPHO,Rama Phosphates Limited,6.296992481202997
1362,RAMASTEEL,Rama Steel Tubes Limited,0.8333333333333255
1363,RAMCOCEM,The Ramco Cements Limited,-0.5880335179105208
1364,RAMCOIND,Ramco Industries Limited,0.04609356994700288
1365,RAMCOSYS,Ramco Systems Limited,1.3559903879162336
1366,RAMKY,Ramky Infrastructure Limited,2.7847941399343354
1367,RAMRAT,Ram Ratna Wires Limited,1.0298835049805881
1368,RANASUG,Rana Sugars Limited,0.6329113924050723
1369,RANEENGINE,Rane Engine Valve Limited,4.1411042944785175
1370,RANEHOLDIN,Rane Holdings Limited,2.0890877261233154
1371,RATEGAIN,Rategain Travel Technologies Limited,-1.841165155262432
1372,RATNAMANI,Ratnamani Metals & Tubes Limited,-1.2116256597041553
1373,RAYMOND,Raymond Limited,0.922728723558591
1374,RBA,Restaurant Brands Asia Limited,2.9069767441860463
1375,RBL,Rane Brake Lining Limited,1.1899876897825168
1376,RBLBANK,RBL Bank Limited,1.8976011457214503
1377,RCF,Rashtriya Chemicals and Fertilizers Limited,4.921630094043883
1378,RCOM,Reliance Communications Limited,
1379,RECLTD,REC Limited,2.9066246820879256
1380,REDINGTON,Redington Limited,-1.0180995475113186
1381,REFEX,Refex Industries Limited,4.995013297872332
1382,REGENCERAM,Regency Ceramics Limited,
1383,RELAXO,Relaxo Footwears Limited,-0.011068068622027973
1384,RELCAPITAL,Reliance Capital Limited,
1385,RELCHEMQ,Reliance Chemotex Industries Limited,
1386,RELIANCE,Reliance Industries Limited,0.20503297936130999
1387,RELIGARE,Religare Enterprises Limited,2.016412661195785
1388,RELINFRA,Reliance Infrastructure Limited,0.9532888465204956
1389,REMSONSIND,Remsons Industries Limited,
1390,RENUKA,Shree Renuka Sugars Limited,0.5302226935312832
1391,REPCOHOME,Repco Home Finance Limited,3.988277268093791
1392,REPL,Rudrabhishek Enterprises Limited,-1.3431013431013432
1393,REPRO,Repro India Limited,0.897217490062462
1394,RESPONIND,Responsive Industries Limited,1.7289186103408942
1395,REVATHI,Revathi Equipment Limited,
